year,country,"Stocks traded, total value (% of GDP)","Inflation, consumer prices (annual %)","Stocks traded, turnover ratio of domestic shares (%)",Tax revenue (% of GDP),GDP per capita (current US$),"Central government debt, total (% of GDP)",Gini index (World Bank estimate),Broad money (% of GDP),"Total reserves (includes gold, current US$)","International migrant stock, total",Income share held by highest 10%,Poverty headcount ratio at national poverty lines (% of population),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Exports of goods and services (% of GDP),timestamp
2002,AFG,,,,,179.426579211394,,,,,,,,56.784,84.9,11.68,,1635698120566
2003,AFG,,,,,190.683814295088,,,,,,,,57.271,82.3,11.68,,1635698125575
2004,AFG,,,,,211.382074198939,,,,,,,,57.772,79.6,11.61,,1635698130585
2005,AFG,,12.6862687216715,,,242.031313175022,,,,,87300.0,,,58.29,77.0,11.52,,1635698135638
2006,AFG,,6.78459655001657,,6.96759757507017,263.733601866274,,,23.3438645266527,,,,,58.826,74.3,11.34,,1635698140651
2007,AFG,,8.68057078513406,,5.28345660398282,359.693157866109,,,23.833664421484,,,,33.7,59.375,71.7,11.18,,1635698145664
2008,AFG,,26.4186641547444,,6.08796493020769,364.660679028164,,,29.5122807993009,3.04227449610726E9,,,,59.93,69.0,11.11,,1635698150721
2009,AFG,,-6.81116108898995,,8.48175836103604,438.076142403179,,,33.0609569578245,4.26588874023846E9,,,,60.484,66.5,11.46,,1635698155735
2010,AFG,,2.1785375238942,,9.16975191915408,543.302967401909,,,35.3505617153186,5.16244080675156E9,102246.0,,,61.028,64.1,11.52,,1635698160748
2011,AFG,,11.8041858089129,,8.91679399595736,591.162798293135,,,36.6242278045429,6.34464195956008E9,,,38.3,61.553,61.7,11.51,,1635698165802
2012,AFG,,6.44121280934118,,7.70780060287773,641.871437960934,,,32.9136922701029,7.15230439772645E9,,,,62.054,59.5,11.52,,1635698170810
2013,AFG,,7.38577178397857,,7.12277329020889,637.165463951798,,,32.6820168994225,7.28870271090529E9,,,,62.525,57.2,11.54,,1635698175819
2014,AFG,,4.67399603536339,,6.88210294277301,613.856505217398,,,34.2095967895183,7.52854987963682E9,,,,62.966,55.2,11.45,,1635698180878
2015,AFG,,-0.661709164713696,,7.58538233129798,578.466352941708,,,33.9280526549766,6.97696615382054E9,382365.0,,,63.377,53.2,11.39,,1635698185893
2016,AFG,,4.38389195513914,,9.50265278288094,509.220100485356,,,37.2228186582708,7.2819105241067E9,,,54.5,63.763,51.3,11.31,,1635698190905
2017,AFG,,4.9759515055383,,9.89845089688421,519.888912573073,,,36.8612612972957,8.09728095590196E9,,,,64.13,49.6,11.18,,1635698195960
2018,AFG,,0.626149149168811,,,493.756581366026,,,36.6074938854128,8.20668210631946E9,,,,64.486,48.0,11.06,,1635698200969
2019,AFG,,2.30237251516844,,,507.103391875763,,,34.9592143142587,8.49765579534729E9,,,,64.833,46.5,10.98,,1635698205982
2020,AFG,,,,,508.808409485223,,,37.8677682194989,9.69498938062795E9,,,,,,11.73,,1635698211040
1990,AGO,,,,,948.338177965671,,,,,33517.0,,,45.306,131.3,,,1635698216049
1991,AGO,,83.7837837837838,,,,,,,,,,,45.271,131.2,3.75,,1635698221061
1992,AGO,,299.509803921569,,,,,,,,,,,45.23,131.3,3.78,,1635698226117
1993,AGO,,1378.52760736196,,,,,,,,,,,45.201,131.4,3.85,,1635698231130
1994,AGO,,949.792531120332,,,251.078348367302,,,,,,,,45.201,131.2,3.87,,1635698236143
1995,AGO,,2666.45059288538,,,398.79099821209,,,36.4871300806511,2.28335521177058E8,39813.0,,,45.246,130.8,3.86,,1635698241198
1996,AGO,,4145.10598220638,,,522.679624255226,,,27.5775740909858,5.5569125440397E8,,,,45.35,129.9,3.86,,1635698246217
1997,AGO,,219.176721172974,,,514.385174425759,,,22.6154835724704,3.92514285939726E8,,,,45.519,128.4,3.86,,1635698251229
1998,AGO,,107.284821528298,,,423.619048972815,,,24.4370429180687,2.02442614084957E8,,,,45.763,126.5,3.86,,1635698256286
1999,AGO,,248.195902412868,,16.2939716615223,387.785124062555,,,22.8493546482441,4.9140018957731E8,,,,46.093,124.1,3.88,,1635698261299
2000,AGO,,324.996871601321,,28.7033821587261,556.838631674927,,52.0,17.2805558862873,1.19821237302401E9,46108.0,40.3,,46.522,121.2,3.87,89.6858311851382,1635698266307
2001,AGO,,152.561022469299,,29.2466757235017,527.333528536691,,,21.1357136613316,7.31866198100655E8,,,,47.059,117.9,3.85,75.38894373114,1635698271360
2002,AGO,,108.897436089429,,15.5328118307446,872.494441791273,,,16.0498827420693,3.75545950307129E8,,,,47.702,114.2,3.88,57.0849959046266,1635698276369
2003,AGO,,98.2241436573305,,17.1715799050331,982.96100777685,,,13.5083667630911,6.341994223308E8,,,,48.44,110.0,3.88,54.3213373807344,1635698281377
2004,AGO,,43.5421067519686,,18.0745661578982,1255.56451325546,,,13.5536455017283,1.37958814735472E9,,,,49.263,105.4,3.85,58.3803455316586,1635698286431
2005,AGO,,22.953513851394,,17.1091178120826,1902.42214975937,,,13.2998188926253,3.19685074933725E9,61329.0,,,50.165,100.6,3.81,65.5262677696291,1635698291444
2006,AGO,,13.3052101780031,,23.385169992983,2599.56594793067,,,16.2733257364948,8.14907964564961E9,,,,51.143,95.6,3.73,63.4678635039226,1635698296456
2007,AGO,,12.2514974459487,,21.499160563566,3121.99608528081,,,20.4468711883162,1.11968008940338E10,,,,52.177,90.5,3.66,67.9057833724671,1635698301510
2008,AGO,,12.4758291326398,,25.6501497407251,4080.94103372417,,42.7,31.5205040229911,1.78694115764837E10,,32.3,,53.243,85.3,3.63,72.475028472181,1635698306526
2009,AGO,,13.7302839288409,,18.3610800814702,3122.7815987074,,,45.6081702240163,1.36640981536474E10,,,,54.311,80.5,3.78,58.7573030189496,1635698311538
2010,AGO,,14.4696564932576,,16.5999463532431,3587.88364462837,,,34.7747506786498,1.96786616572159E10,76549.0,,,55.35,75.9,9.43,61.5431127231538,1635698316593
2011,AGO,,13.4824679218512,,16.1034126819228,4615.46821863819,,,34.9788721217253,2.7039761554085E10,,,,56.33,71.4,7.36,60.6699484390186,1635698321606
2012,AGO,,10.2779049218839,,14.8227193155102,5100.09702685927,,,31.5177316359242,3.11617788886797E10,,,,57.236,67.3,7.37,55.9401314050624,1635698326618
2013,AGO,,8.77781429332618,,14.184763136916,5254.88112606683,,,33.3315485334413,3.15008154616599E10,,,,58.054,63.7,7.38,50.7470843910637,1635698331674
2014,AGO,,7.28038730361125,,13.5426301621262,5408.41170002082,,,35.6755532005176,2.70323440844907E10,,,,58.776,60.5,7.31,44.6950312503076,1635698336695
2015,AGO,,9.15037207517202,,11.0020191367023,4166.97983330278,,,40.9446603582188,2.37905434252351E10,106845.0,,,59.398,57.8,7.26,29.7545994933756,1635698341707
2016,AGO,,30.6953129934938,,9.73251223441606,3506.07312818832,,,39.1623070536942,2.36721919894347E10,,,,59.925,55.6,7.2,28.124484560559,1635698346765
2017,AGO,,29.8435866918797,,9.22377745371825,4095.8100568707,,,32.1865209224197,1.74553277706619E10,,,,60.379,53.5,7.1,29.0041000519815,1635698351777
2018,AGO,,19.6286077209765,,9.64477845926873,3289.64399476678,,51.3,30.6464403834526,1.541040536547E10,,39.6,32.3,60.782,51.9,7.0,40.8362898865574,1635698356790
2019,AGO,,17.0812152138993,,9.38166156231052,2809.62608839129,,,31.3262379654146,1.63348537840603E10,,,,61.147,50.2,6.93,39.3438256954007,1635698361842
2020,AGO,,,,,1895.77086891313,,,35.2557375845596,1.37819881395961E10,,,,,,7.7,35.2845259757963,1635698366856
1990,ALB,,,,,617.230435515505,,,,,66013.0,,,71.836,35.5,,15.4050638293415,1635698371868
1991,ALB,,,,,336.586994504629,,,,,,,,71.803,34.1,16.22,7.48481872467814,1635698376924
1992,ALB,,226.005421253526,,,200.852219772323,,,,,,,,71.802,32.9,16.33,12.4995914932505,1635698381932
1993,ALB,,85.0047512387157,,,367.279225077581,,,,1.66509702571381E8,,,,71.86,31.8,16.52,15.9788298133865,1635698386945
1994,ALB,,22.5650526933695,,,586.416339644261,,,39.7649557954901,2.23594867335972E8,,,,71.992,30.8,16.57,11.983694347693,1635698391998
1995,ALB,,7.79321853789217,,13.6007883019966,750.604449178826,35.7569039092832,,48.4436391664471,2.65298057978901E8,71354.0,,,72.205,29.7,16.57,12.6408294970517,1635698397011
1996,ALB,,12.7254778087102,,8.86171524611875,1009.97766752106,37.4810503903393,27.0,46.2233527165835,3.23376838747386E8,,21.2,,72.495,28.6,16.57,11.6204393760685,1635698402021
1997,ALB,,33.1802743753956,,9.90482978245117,717.380567391734,53.1077864994122,,59.9252261168697,3.42425753029904E8,,,,72.838,27.5,16.55,10.1972617518115,1635698407071
1998,ALB,,20.6428588670596,,14.568928581516,813.790263555599,55.5656446651293,,62.2389428606448,4.17921457174903E8,,,,73.208,26.4,16.55,11.4671124664384,1635698412083
1999,ALB,,0.389437653561642,,,1033.2416930932,,,66.0222684887908,5.23112274341877E8,,,,73.587,25.3,16.62,16.841765359846,1635698417096
2000,ALB,,0.0500181363468379,,,1126.68331762741,,,65.4631716237098,6.46305676491804E8,76695.0,,,73.955,24.1,16.58,20.1153637600108,1635698422147
2001,ALB,,3.10758827031432,,,1281.65939343074,,,69.8224896348845,7.70581227384293E8,,,,74.288,22.9,16.54,21.3334375486568,1635698427161
2002,ALB,,7.77052583431552,,16.4842349789786,1425.12484888368,,31.7,66.8522496380457,8.66478231283188E8,,25.4,25.4,74.579,21.7,16.61,20.9456511360868,1635698432168
2003,ALB,,0.484002611818479,,17.1961499195146,1846.11881331912,,,65.4423604741573,1.03829423123302E9,,,,74.828,20.4,16.61,20.8474513850141,1635698437223
2004,ALB,,2.28001916938099,,17.9650868213491,2373.57984371994,,,68.2204083047736,1.38791285356432E9,,,,75.039,19.1,16.52,22.2175512676614,1635698442236
2005,ALB,,2.36658195679796,,,2673.78728253113,,30.6,71.4176137981592,1.4395921371131E9,64739.0,24.3,18.5,75.228,17.8,16.4,23.0129901117958,1635698447245
2006,ALB,,2.37072831904282,,,2972.74326462176,,,76.3656692620705,1.81280255988129E9,,,,75.423,16.5,16.17,25.2095968180952,1635698452296
2007,ALB,,2.9326824816232,,,3595.03716321514,,,78.4658951701192,2.16193658338148E9,,,,75.646,15.3,15.97,28.2478672596633,1635698457309
2008,ALB,,3.36313757366387,,,4370.54012699014,,30.0,75.4805290632655,2.36379189673249E9,,24.5,12.4,75.912,14.1,13.06,25.3024021398457,1635698462321
2009,ALB,,2.23139683475871,,,4114.14011404922,,,76.1816129019991,2.36894244329456E9,,,,76.221,12.9,13.67,25.2407157401832,1635698467376
2010,ALB,,-4.29847468635621,,,4094.3503344202,,,79.077440189982,2.54067382318045E9,52784.0,,,76.562,11.8,14.09,27.9794485454508,1635698472384
2011,ALB,,3.42912324722164,,18.0220121712647,4437.14288515077,69.637669633181,,82.279731434774,2.47140272494026E9,,,,76.914,10.8,13.48,29.2415007417055,1635698477397
2012,ALB,,2.03159268395298,,17.4832338190971,4247.62998374252,63.6691535959585,29.0,84.2887713905238,2.59986359731882E9,,22.9,14.3,77.252,10.0,13.38,28.9374866944749,1635698482455
2013,ALB,,1.93762080205227,,16.5032748907978,4413.06086120676,70.5807880900052,,85.1063104835208,2.77327810716848E9,,,,77.554,9.3,15.87,28.9163537436855,1635698487465
2014,ALB,,1.62586504402607,,18.3019409890441,4578.6319939825,73.3202469198429,34.6,85.6508302419953,2.6652158052185E9,,25.5,,77.813,8.8,18.06,28.2129788388934,1635698492477
2015,ALB,,3.50120835492656,,18.5157960517393,3952.80121524465,79.8644448747259,32.9,84.7921963012481,3.13851799016501E9,57616.0,24.9,,78.025,8.5,17.19,27.267393304466,1635698497530
2016,ALB,,-0.367317209784628,,17.5902283762095,4124.05572595352,80.7355753879892,33.7,85.8049518556161,3.10860705181759E9,,25.0,,78.194,8.4,15.42,28.9778642158267,1635698502538
2017,ALB,,2.0605984592022,,18.8874860107451,4531.02080555986,,33.2,81.7033943715917,3.5885836568278E9,,24.8,,78.333,8.4,13.62,31.5698206428859,1635698507550
2018,ALB,,2.02805963071136,,18.5574753953261,5284.38018438156,,,77.2830405019976,3.89356003106681E9,,,,78.458,8.5,12.3,31.5915741366206,1635698512610
2019,ALB,,1.41109078954248,,18.2811349012497,5355.84779459031,,,78.5268812800047,3.76366105867744E9,,,,78.573,8.6,11.47,31.5402162770969,1635698517622
2020,ALB,,1.62088661717004,,,5215.27675237003,,,90.6100603758298,4.81738614920461E9,,,,,,11.7,23.249921309893,1635698522634
1990,AND,,,,,18878.8523130643,,,,,38904.0,,,,9.1,,,1635698527690
1991,AND,,,,,19534.2636301538,,,,,,,,,8.8,,,1635698532702
1992,AND,,,,,20549.8055751695,,,,,,,,,8.6,,,1635698537715
1993,AND,,,,,16515.6583953924,,,,,,,,,8.4,,,1635698542765
1994,AND,,,,,16235.0680377239,,,,,,,,,8.2,,,1635698547777
1995,AND,,,,,18458.1739929996,,,,,40525.0,,,,7.9,,,1635698552790
1996,AND,,,,,19016.2881877293,,,,,,,,,7.7,,,1635698557846
1997,AND,,,,,18355.6278604321,,,,,,,,,7.4,,,1635698562858
1998,AND,,,,,18895.110661321,,,,,,,,,7.1,,,1635698567870
1999,AND,,,,,19262.3089910407,,,,,,,,,6.8,,,1635698572928
2000,AND,,,,,21854.2468030614,,,,,42146.0,,,,6.6,,,1635698577939
2001,AND,,,,,22970.5122133619,,,,,,,,,6.3,,,1635698582950
2002,AND,,,,,25067.2400639132,,,,,,,,,6.1,,,1635698588005
2003,AND,,,,,32272.8458909877,,,,,,,,,5.8,,,1635698593015
2004,AND,,,,,37966.1872524395,,,,,,,,,5.6,,,1635698598029
2005,AND,,,,,40064.2249292197,,,,,50298.0,,,,5.4,,,1635698603090
2006,AND,,,,,42674.7589681092,,,,,,,,,5.1,,,1635698608104
2007,AND,,,,,47804.8499340211,,,,,,,,,4.9,,,1635698613114
2008,AND,,,,,48719.6587699036,,,,,,,,,4.7,,,1635698618173
2009,AND,,,,,43504.2156523202,,,,,,,,,4.5,,,1635698623182
2010,AND,,,,,40850.2481432297,,,,,52053.0,,,,4.3,,,1635698628191
2011,AND,,,,,43334.8114127088,,,,,,,,,4.0,,,1635698633249
2012,AND,,,,,38686.4612635075,,,,,,,,,3.9,,,1635698638260
2013,AND,,,,,39540.7248137461,,,,,,,,,3.7,,,1635698643271
2014,AND,,,,,41303.9293714464,,,,,,,,,3.5,,,1635698648326
2015,AND,,,,,35770.7767044085,,,,,42082.0,,,,3.3,,,1635698653334
2016,AND,,,,,37475.6350587526,,,,,,,,,3.2,,,1635698658346
2017,AND,,,,,38964.904478265,,,,,,,,,3.1,,,1635698663397
2018,AND,,,,,41791.9698372411,,,,,,,,,2.9,,,1635698668410
2019,AND,,,,,40897.3308728669,,,,,,,,,2.8,,,1635698673423
2020,AND,,,,,,,,,,,,,,,,,1635698678476
1990,ARE,,,,,27729.3905933305,,,31.1661517797179,4.89056452719409E9,1306574.0,,,71.939,14.2,,,1635698683489
1991,ARE,,,,,26612.253110068,,,35.1094859655056,5.6468137471307E9,,,,72.208,13.5,1.75,,1635698688501
1992,ARE,,,,,26420.8598834079,,,34.9105026316847,5.97716098647751E9,,,,72.466,12.9,1.75,,1635698693560
1993,ARE,,,,,25596.7393895625,,,33.5039177277179,6.41533163469035E9,,,,72.715,12.3,1.73,,1635698698572
1994,ARE,,,,,25848.016250094,,,33.9067287066681,6.96350961043122E9,,,,72.957,11.8,1.76,,1635698703585
1995,ARE,,,,,27221.9344117425,,,33.7114918477698,7.77837618061089E9,1824118.0,,,73.194,11.3,1.8,,1635698708642
1996,ARE,,,,,28975.0799572712,,,32.1912026066351,8.35015912392297E9,,,,73.428,10.9,1.89,,1635698713656
1997,ARE,,,,0.992336343973077,29512.6747918254,,,32.7571194604344,8.60305126648806E9,,,,73.657,10.6,1.98,,1635698718668
1998,ARE,,,,1.07587239217888,26899.601766231,,,35.5448088257519,9.3058724563249E9,,,,73.883,10.2,2.07,,1635698723724
1999,ARE,,,,1.1224470054107,28470.885858149,,,35.501376859728,1.07903003490117E10,,,,74.106,9.9,2.15,,1635698728733
2000,ARE,,,,,33291.3662541838,,,33.1356885424306,1.36316201891667E10,2446675.0,,,74.327,9.6,2.25,,1635698733785
2001,ARE,,,,,31280.7558649555,,,40.8091994981709,1.42561301134802E10,,,,74.544,9.4,2.41,49.1592253276122,1635698738798
2002,ARE,,,,,31567.5463066439,,,42.4319365236796,1.53554313253937E10,,,,74.758,9.1,2.56,49.5033473840813,1635698743847
2003,ARE,,,,,33499.1027760786,,,43.1601490818154,1.50878119036616E10,,,,74.968,8.9,2.71,55.9231992151745,1635698748909
2004,ARE,,,,,36333.1873330517,,,44.9240631072879,1.85299236976481E10,,,,75.174,8.6,2.9,63.5677298138648,1635698753918
2005,ARE,,,,,39365.4596409245,,,48.0353567361898,2.10102958422662E10,3281036.0,,,75.376,8.3,3.12,67.5853113898841,1635698758927
2006,ARE,9.08877377185638,,,,41907.4214695701,,,48.1623050962153,2.76174458225769E10,,,,75.573,8.1,3.06,68.6277976715135,1635698763984
2007,ARE,18.4571935721925,,37.7196376404332,,41809.4621626311,,,58.6521072174004,7.72387653581158E10,,,,75.767,7.9,2.99,72.3840975003088,1635698768993
2008,ARE,22.5486848865656,12.250420244814,66.2622830488779,,44498.9405069137,,,58.1507270928829,3.16944546940486E10,,,,75.957,7.6,2.85,78.86788870154,1635698774009
2009,ARE,25.9527767613405,1.56181317449067,47.5988824394209,,32024.1977823245,,,78.1994209488793,2.61042015977902E10,,,,76.145,7.4,2.53,79.6533178621862,1635698779060
2010,ARE,9.56483128634035,0.877983288285896,21.0795572251617,,33893.2638727391,,,72.7148097616712,3.27852918834009E10,7316611.0,,,76.332,7.3,2.36,82.2424180920917,1635698784072
2011,ARE,4.27882049019235,0.877346595685083,16.0086485540665,0.321413865338428,39194.672239975,,,63.1430144406715,3.72693184225758E10,,,,76.521,7.1,2.23,90.0765712005007,1635698789084
2012,ARE,4.79238660004768,0.662268900269082,17.7165681482458,0.36378633951547,40976.4907464015,,,61.7624396300313,4.70351504309523E10,,,,76.711,7.0,2.09,100.246495561481,1635698794141
2013,ARE,,1.10111836375706,,0.370450571659908,42412.6395002704,1.89352238938485,32.5,72.7944327723761,6.82026506602746E10,,21.4,,76.903,6.8,1.95,100.547788395094,1635698799153
2014,ARE,35.7358495939018,2.34626865671643,71.0393204963935,0.355723150336942,43751.8056478669,,,76.0156728611077,7.84243816650826E10,,,,77.095,6.8,1.84,99.5608302752882,1635698804167
2015,ARE,16.0828544247448,4.06996608361598,29.4057953856178,0.0577340241915802,38663.4005026605,,,90.2350197794946,9.39291341964176E10,8095126.0,,,77.285,6.7,1.74,100.870480235332,1635698809223
2016,ARE,13.8547300872909,1.61748808904192,23.2010640991652,0.0434947005242334,38141.8671313451,,,93.4571492196747,8.53908327463078E10,,,,77.47,6.6,1.64,101.003013922614,1635698814235
2017,ARE,11.4545718916272,1.96682557818839,19.0300386607049,0.0664571906845352,40644.7911901772,,,90.1141414549476,9.5377648625516E10,,,,77.647,6.6,2.46,99.5949384103598,1635698819247
2018,ARE,6.02296398146255,3.06863379251994,10.9906367564385,0.059310281328605,43839.3244866903,,26.0,84.3831336549128,9.95033354787452E10,,20.0,,77.814,6.5,2.23,93.0481227958133,1635698824300
2019,ARE,6.94570510418345,-1.93108114782171,11.8513267102285,0.96496050106144,43103.3362929869,,,91.3697725843779,1.08359358451761E11,,,,77.972,6.4,2.28,92.4562533364679,1635698829309
2020,ARE,,-2.0794031794094,12.7222477998822,,,,,,1.06701571777291E11,,,,,,5.0,,1635698834321
1990,ARG,0.56650624767123,,22.1494758387962,4.83851314669697,4333.48337168025,,,11.4810946772859,6.22204036299099E9,1649919.0,,,71.594,25.3,,10.3595365925264,1635698839426
1991,ARG,2.39758084396785,,24.4032361035854,5.00823654744009,5735.3599805848,,46.8,10.5567775609245,7.46254363608691E9,,36.6,,71.813,24.9,5.44,7.67504334832217,1635698844439
1992,ARG,6.87910534732815,,84.5112253062057,5.54792213441138,6823.53883710424,,45.5,13.6914371927742,1.14470311567334E10,,34.3,,72.032,24.2,6.36,6.5981874720374,1635698849451
1993,ARG,21.0206004450224,,112.959209684372,8.01513800555669,6969.11972904571,,44.9,19.2186233404674,1.5499431243972E10,,33.2,,72.246,23.4,10.1,6.90935153370832,1635698854463
1994,ARG,43.8269111249223,,306.038972311431,8.12643722809198,7483.14033425721,,45.9,20.7702889993785,1.6003265688189E10,,34.5,,72.453,22.4,11.76,7.52994872591672,1635698859517
1995,ARG,12.3642148689066,,84.4372902869962,8.05435765172309,7408.70866363112,,48.9,20.1412713745498,1.59794537016387E10,1595069.0,37.0,,72.651,21.4,18.8,9.68041025959015,1635698864529
1996,ARG,11.5023070937967,,70.0421884282209,8.17178777492906,7721.35410460355,,49.5,22.6904801492561,1.97190173510624E10,,36.9,,72.843,20.5,17.11,10.4285967560139,1635698869537
1997,ARG,13.046087024814,,64.4817672359597,8.69008635554994,8213.12512693705,,49.1,26.4701846280975,2.24246000967817E10,,36.4,,73.029,19.7,14.82,10.5608501019262,1635698874592
1998,ARG,8.71871971152198,,57.4958087742209,9.03052618638845,8289.5075682025,,50.7,28.650684859336,2.48557412222541E10,,38.0,,73.213,18.9,12.65,10.4155819610919,1635698879605
1999,ARG,4.1838545726449,,21.2402936707374,9.07612433559182,7774.73620280001,,49.8,31.44367758524,2.63501634863723E10,,37.0,,73.396,18.2,14.05,9.82717451494235,1635698884617
2000,ARG,3.21798357692325,,19.9514870851107,9.62260350188905,7708.09911454041,,51.1,31.8486210586349,2.51521172444134E10,1540219.0,37.7,,73.576,17.5,15.0,10.9863752325576,1635698889693
2001,ARG,2.47937498313619,,19.9556673855739,9.32489879390056,7208.37311355372,,53.3,27.1392515912455,1.45555527596102E10,,39.5,,73.755,16.9,17.32,11.5790080825317,1635698894701
2002,ARG,1.19582697101542,,7.05213927946412,9.81895834666325,2593.404563368,,53.8,27.9270695501951,1.04924248187375E10,,40.5,,73.932,16.4,19.59,28.3825969991682,1635698899713
2003,ARG,2.29608863649362,,8.37131536218996,12.5187797002949,3349.80630031036,,50.9,30.1040572265399,1.41572841363645E10,,37.7,,74.107,15.8,15.36,25.9309429264224,1635698904770
2004,ARG,2.76418511242315,,11.2121608508871,13.1007798994386,4277.72157290954,,48.4,28.3256464652642,1.96595918039788E10,,35.2,,74.28,15.3,13.52,23.8476194239892,1635698909778
2005,ARG,2.64559064812489,,11.0479866695524,13.1031756459852,5109.85224490403,,47.7,28.6633102803828,2.80817185015579E10,1673088.0,34.9,,74.451,14.8,11.51,23.2458767338576,1635698914790
2006,ARG,1.45684120465348,,6.61198556678135,12.8788866954319,5919.01233837714,,46.3,28.0496119297007,3.20222971129806E10,,33.7,,74.62,14.4,10.08,23.0266946038115,1635698919846
2007,ARG,1.68503858127805,,8.48955040602655,12.4482684483004,7245.44685667197,,46.2,27.8643164271472,4.61494568557802E10,,33.7,,74.787,14.0,8.47,22.6627503115066,1635698924859
2008,ARG,0.923115975148604,,8.37533211745139,13.3178463574032,9020.87332314274,,44.9,23.4936731580619,4.63853802069801E10,,32.4,,74.952,13.7,7.84,22.0609003826242,1635698929866
2009,ARG,0.453659663659484,,3.30218015417228,12.3830415594157,8225.13758261645,,43.7,25.3227384656624,4.80069886353253E10,,31.3,,75.116,13.3,8.65,19.5609850560818,1635698934920
2010,ARG,0.600714181209072,,3.9818469126561,12.8530426903255,10385.9644319555,,43.6,25.3131020043081,5.22075497240928E10,1805957.0,31.7,,75.278,12.9,7.71,18.9338234053709,1635698939933
2011,ARG,0.462934738277303,,5.63176187861392,12.6636277012315,12848.8641969705,,42.6,24.3288225735623,4.62658005258807E10,,31.0,,75.439,12.4,7.18,18.4492091453155,1635698944945
2012,ARG,0.267799853085437,,4.26842992577672,12.9528415127413,13082.664325572,,41.3,27.094656616163,4.3223270863843E10,,29.7,,75.598,11.9,7.22,16.2378594620246,1635698950001
2013,ARG,0.405291324046884,,4.2130097868761,12.4529027558077,13080.2547323367,,40.9,27.1268661534912,3.05339196506264E10,,29.4,,75.756,11.3,7.1,14.6171733884386,1635698955013
2014,ARG,0.669273860698598,,5.85700119251026,12.6109666067191,12334.7982453893,,41.6,25.7525433121082,3.14108132695239E10,,29.9,,75.913,10.8,7.27,14.4054785893756,1635698960025
2015,ARG,0.453942537841681,,4.80954448261261,12.3365069418291,13789.060424772,,,27.64080836914,2.55205655804894E10,2086302.0,,,76.068,10.2,7.61,10.7056520504538,1635698965100
2016,ARG,0.782152499275599,,5.32936562028847,12.0972836411962,12790.2424732447,,42.0,28.3138847636905,3.84145184916132E10,,30.4,30.3,76.221,9.7,7.97,12.5270951690009,1635698970156
2017,ARG,1.02431387053768,,5.35915768753725,10.939623860491,14613.041824658,,41.1,28.4289395061119,5.53144092052189E10,,29.7,25.7,76.372,9.2,8.35,11.3202833596733,1635698975164
2018,ARG,0.883102330602338,,9.94034811680101,10.1312463031035,11633.4980086503,,41.3,,6.62215016914418E10,,29.9,32.0,76.52,8.7,9.22,14.6198312492533,1635698980178
2019,ARG,0.669741227644464,,7.5732,10.6493246735121,9912.28180859863,,42.9,,4.48805660523703E10,,31.0,35.5,76.667,8.2,9.84,17.4397039105268,1635698985232
2020,ARG,0.569884674834673,,,,8441.9194391094,,,,3.94037346301228E10,,,42.0,,,11.67,16.6137220454622,1635698990244
1990,ARM,,,,,637.85592120941,,,,,658789.0,,,67.879,41.7,,35.0029815146094,1635698995257
1991,ARM,,,,,590.505875579775,,,,,,,,67.87,40.1,1.6,40.7453883799724,1635699000313
1992,ARM,,,,,369.707232276548,,,79.8720506818402,1293750.05156269,,,,67.99,38.5,1.8,39.8207550211161,1635699005325
1993,ARM,,,,,357.202848575393,,,69.1137816170074,1.35868677923464E7,,,,68.218,36.9,5.3,47.2189758700553,1635699010338
1994,ARM,,3373.75944336293,,,400.515593762192,,,13.0974112608503,3.61080826908787E7,,,,68.538,35.3,6.6,39.3280393523261,1635699015397
1995,ARM,,175.951325534583,,,456.374933276273,,,7.70715371562187,1.11182285173205E8,693999.0,,,68.938,33.8,6.7,23.9279208283617,1635699020409
1996,ARM,,18.681185640036,,,504.059842642233,,,8.22291222713919,1.68201671082148E8,,,,69.404,32.4,9.3,23.2400035043381,1635699025422
1997,ARM,,13.960764121791,,,523.284410700367,,,8.73356320859035,2.39225950402881E8,,,,69.912,30.9,10.8,20.2732693887542,1635699030473
1998,ARM,,8.6724863238516,,,609.17165368466,,,10.052218423345,2.93162998658431E8,,,,70.434,29.6,9.4,19.0030199716737,1635699035485
1999,ARM,,0.648245760470397,,,597.432898792278,,36.2,11.0846117712931,3.03511811181036E8,,29.6,,70.944,28.3,11.2,20.7582469526567,1635699040543
2000,ARM,,-0.790883768934766,,,622.740922945281,,,14.7045108640783,3.14200332802207E8,657900.0,,,71.409,27.0,11.05,22.1614188089398,1635699045582
2001,ARM,,3.14590464685019,,,694.423455373229,,35.4,13.4496484249285,3.29632780091138E8,,29.1,,71.8,25.8,10.91,24.1458543956306,1635699050635
2002,ARM,,1.06004929341667,,,783.241214960091,,34.8,15.5515985078589,4.30974325401014E8,,29.0,,72.112,24.6,10.84,27.832108365994,1635699055649
2003,ARM,,4.72155336605342,,,930.125472654125,,33.0,14.3919593551431,5.01977062059943E8,,28.2,,72.348,23.5,10.72,30.4829978923981,1635699060661
2004,ARM,,6.96126135875792,,13.9964056466186,1191.92100563238,,37.5,14.9869807725944,5.47758869582332E8,,31.7,,72.513,22.3,10.54,28.1907438231723,1635699065716
